"id";"draftYear";"draftRound";"draftSelection";"draftOverall";"tmID";"firstName";"lastName";"suffixName";"playerID";"draftFrom";"lgID"
112;1967;0;0;0;"OAK";"Nate";"Branch";"";"";"Nebraska";"ABA"
113;1967;0;0;0;"OAK";"Mike";"Davis";"";"davismi01";"Virginia Union";"ABA"
114;1967;0;0;0;"OAK";"Dave";"Fox";"";"";"Pacific";"ABA"
115;1967;0;0;0;"OAK";"Ron";"Franz";"";"franzro01";"Kansas";"ABA"
116;1967;0;0;0;"OAK";"Bill";"Morgan";"";"";"New Mexico";"ABA"
117;1967;0;0;0;"OAK";"Marlbert";"Pradd";"";"praddma01";"Dillard";"ABA"
118;1967;0;0;0;"PTP";"Cliff";"Anderson";"";"andercl01";"St. Joseph's (PA)";"ABA"
119;1967;0;0;0;"PTP";"Barry";"Liebowitz";"";"lieboba01";"Long Island";"ABA"
120;1967;0;0;0;"PTP";"Earl";"Monroe";"";"monroea01";"Winston-Salem";"ABA"
121;1967;0;0;0;"PTP";"Craig";"Raymond";"";"raymocr01";"Brigham Young";"ABA"
122;1967;0;0;0;"PTP";"Tom";"Washington";"";"washitr01";"Cheyney State";"ABA"
123;1967;0;0;0;"PTP";"Frank";"Card";"";"cardfr01";"North Carolina A&T";"ABA"
124;1967;0;0;0;"PTP";"Ron";"Coleman";"";"";"Missouri";"ABA"
125;1967;0;0;0;"PTP";"Chris";"Kefalos";"";"";"Temple";"ABA"
126;1967;0;0;0;"PTP";"Mike";"Riordan";"";"riordmi01";"Providence";"ABA"
127;1967;0;0;0;"PTP";"John";"Schroeder";"";"";"Ohio University";"ABA"
128;1967;0;0;0;"PTP";"Steve";"Sullivan";"";"";"Georgetown";"ABA"
129;1967;0;0;0;"PTP";"Jim";"Southerland";"";"";"Clemson";"ABA"
130;1968;0;0;0;"DNR";"Tom";"Boerwinkle";"";"boerwto01";"Tennessee";"ABA"
131;1968;0;0;0;"DNR";"Walt";"Piatkowski";"";"piatkwa01";"Bowling Green";"ABA"
132;1968;0;0;0;"DNR";"Bill";"Hewitt";"";"hewitbi01";"Southern California";"ABA"
133;1968;0;0;0;"DNR";"Hal";"Booker";"";"bookebu01";"Cheyney State";"ABA"
134;1968;0;0;0;"DNR";"Harry";"Hollines";"";"";"Denver";"ABA"
135;1968;0;0;0;"DNR";"Charley";"Parks";"";"parksch01";"Idaho State";"ABA"
136;1968;0;0;0;"DNR";"Vernon";"Payne";"";"";"Indiana";"ABA"
137;1968;0;0;0;"DNR";"Willie";"Rodgers";"";"";"Oklahoma";"ABA"
138;1968;0;0;0;"DNR";"Glynn";"Saulters";"";"saultgl01";"Northeast Louisiana";"ABA"
139;1968;0;0;0;"DNR";"Ken";"Hall";"";"";"Westminster (Utah)";"ABA"
140;1968;0;0;0;"DNR";"Melvin";"Jones";"";"";"Albany (GA) State";"ABA"
141;1968;0;0;0;"DNR";"Julius";"Keye";"";"keyeju01";"Alcorn A&M";"ABA"
142;1968;0;0;0;"DNR";"Mickey";"Smith";"";"";"Memphis State";"ABA"
143;1968;0;0;0;"DNR";"Oscar";"Smith";"";"";"Elizabeth City (NC)";"ABA"
144;1968;0;0;0;"DLC";"Shaler";"Halimon";"";"halimsh01";"Utah State";"ABA"
145;1968;0;0;0;"DLC";"Rich";"Jones";"";"jonesri01";"Memphis State";"ABA"
146;1968;0;0;0;"DLC";"Bob";"Lewis";"";"";"South Carolina State";"ABA"
147;1968;0;0;0;"DLC";"John";"Smith";"";"smithjo01";"Southern Colorado State";"ABA"
148;1968;0;0;0;"DLC";"Jo Jo";"White";"";"whitejo01";"Kansas";"ABA"
149;1968;0;0;0;"DLC";"Wally";"Anderzunas";"";"anderwa01";"Creighton";"ABA"
150;1968;0;0;0;"DLC";"Ron";"Boone";"";"boonero01";"Idaho State";"ABA"
151;1968;0;0;0;"DLC";"Glen";"Combs";"";"combsgl01";"Virginia Tech";"ABA"
152;1968;0;0;0;"DLC";"CA";"Core";"";"";"Southeastern Louisiana";"ABA"
153;1968;0;0;0;"DLC";"Roy";"Manning";"";"";"Lane College";"ABA"
154;1968;0;0;0;"DLC";"Billy";"Arnold";"";"";"Texas";"ABA"
155;1968;0;0;0;"DLC";"Gene";"Jones";"";"";"Missouri";"ABA"
156;1968;0;0;0;"DLC";"Gene";"Littles";"";"littlge01";"High Point (NC)";"ABA"
157;1968;0;0;0;"DLC";"Mickey";"McCarty";"";"";"Texas Christian";"ABA"
158;1968;0;0;0;"DLC";"Calvin";"Pettit";"";"";"Central Missouri";"ABA"
159;1968;0;0;0;"DLC";"Willie";"Worsley";"";"worslwi01";"Texas-El Paso";"ABA"
160;1968;0;0;0;"HSM";"Art";"Beatty";"";"";"American University";"ABA"
161;1968;0;0;0;"HSM";"Don";"Chaney";"";"chanedo01";"Houston";"ABA"
162;1968;0;0;0;"HSM";"John";"Godfrey";"";"";"Abilene Christian";"ABA"
163;1968;0;0;0;"HSM";"Elvin";"Hayes";"";"hayesel01";"Houston";"ABA"
164;1968;0;0;0;"HSM";"Aaron";"Sellers";"";"";"Jackson State";"ABA"
165;1968;0;0;0;"HSM";"Martin";"Baietti";"";"";"Manhattan";"ABA"
166;1968;0;0;0;"HSM";"Rich";"Dumas";"";"dumasri01";"Northeast Oklahoma";"ABA"
167;1968;0;0;0;"HSM";"Calvin";"Martin";"";"";"Texas Southern";"ABA"
168;1968;0;0;0;"HSM";"Mike";"Nordholz";"";"";"Alabama";"ABA"
169;1968;0;0;0;"HSM";"Dan";"Smith";"";"";"Howard - Payne";"ABA"
170;1968;0;0;0;"HSM";"Sam";"Butler";"";"";"Southern University";"ABA"
171;1968;0;0;0;"HSM";"Warren";"Chapman";"";"";"Duke";"ABA"
172;1968;0;0;0;"HSM";"Bill";"Gaines";"";"gainebi01";"East Texas State";"ABA"
173;1968;0;0;0;"HSM";"Jim";"Jones";"";"";"Beloit";"ABA"
174;1968;0;0;0;"HSM";"Frank";"Standard";"";"";"South Carolina";"ABA"
175;1968;0;0;0;"INA";"Don";"Dee";"";"deedo01";"St. Marys of the Plains";"ABA"
176;1968;0;0;0;"INA";"Mike";"Lewis";"";"lewismi01";"Duke";"ABA"
177;1968;0;0;0;"INA";"Don";"May";"";"maydo01";"Dayton";"ABA"
178;1968;0;0;0;"INA";"Bob";"Quick";"";"quickbo01";"Xavier";"ABA"
179;1968;0;0;0;"INA";"Phil";"Wagner";"";"wagneph01";"Georgia Tech";"ABA"
180;1968;0;0;0;"INA";"Dave";"Benedict";"";"";"Central Washington";"ABA"
181;1968;0;0;0;"INA";"Rudy";"Bogad";"";"";"St. John's";"ABA"
182;1968;0;0;0;"INA";"Jerry";"Newsom";"";"";"Indiana State";"ABA"
183;1968;0;0;0;"INA";"Rich";"Niemann";"";"niemari01";"St. Louis";"ABA"
184;1968;0;0;0;"INA";"Jack";"Thompson";"";"thompja01";"South Carolina";"ABA"
185;1968;0;0;0;"INA";"Greg";"Cisson";"";"";"Rider";"ABA"
186;1968;0;0;0;"INA";"Bob";"Hooper";"";"hoopebo01";"Dayton";"ABA"
187;1968;0;0;0;"INA";"Harry";"Joyner";"";"joyneha01";"Indiana";"ABA"
188;1968;0;0;0;"INA";"Tom";"Niemier";"";"";"Evansville";"ABA"
189;1968;0;0;0;"KEN";"Wayne";"Chapman";"";"chapmwa01";"Western Kentucky";"ABA"
190;1968;0;0;0;"KEN";"Willie";"Davis";"";"daviswi01";"North Texas State";"ABA"
191;1968;0;0;0;"KEN";"Al";"Dixon";"";"";"Bowling Green";"ABA"
192;1968;0;0;0;"KEN";"Fred";"Foster";"";"fostefr01";"Miami (OH)";"ABA"
193;1968;0;0;0;"KEN";"Westley";"Unseld";"";"unselwe01";"Louisville";"ABA"
194;1968;0;0;0;"KEN";"Joe";"Gallagher";"";"";"Pembroke";"ABA"
195;1968;0;0;0;"KEN";"Joe";"Kennedy";"";"kennejo01";"Duke";"ABA"
196;1968;0;0;0;"KEN";"Manny";"Leaks";"";"leaksma01";"Niagara";"ABA"
197;1968;0;0;0;"KEN";"Gene";"Moore";"";"moorege01";"St. Louis";"ABA"
198;1968;0;0;0;"KEN";"Greg";"Smith";"";"smithgr01";"Western Kentucky";"ABA"
199;1968;0;0;0;"KEN";"Booker";"Brown";"";"";"Middle Tennessee";"ABA"
200;1968;0;0;0;"KEN";"Al";"Hairston";"";"hairsal01";"Bowling Green";"ABA"
201;1968;0;0;0;"KEN";"Thad";"Jaracz";"";"";"Kentucky";"ABA"
202;1968;0;0;0;"KEN";"Reggie";"Lacefield";"";"lacefre01";"Western Michigan";"ABA"
203;1968;0;0;0;"KEN";"Bob";"Zoretich";"";"";"DePaul";"ABA"
204;1968;0;0;0;"KEN";"Kermit";"Meystedt";"";"";"Southeast Missouri";"ABA"
205;1968;0;0;0;"KEN";"John";"Snipes";"";"";"Elizabeth City (NC)";"ABA"
206;1968;0;0;0;"KEN";"Butch";"Kaufman";"";"";"Western Kentucky";"ABA"
207;1968;0;0;0;"KEN";"Bo";"Wyenandt";"";"";"Vanderbilt";"ABA"
208;1968;0;0;0;"LAS";"Mervin";"Jackson";"";"jacksme01";"Utah";"ABA"
209;1968;0;0;0;"LAS";"Ed";"Johnson";"";"johnsed01";"Tennessee State";"ABA"
210;1968;0;0;0;"LAS";"Larry";"Miller";"";"millela01";"North Carolina";"ABA"
211;1968;0;0;0;"LAS";"George";"Stone";"";"stonege01";"Marshall";"ABA"
212;1968;0;0;0;"LAS";"Mike";"Warren";"";"";"UCLA";"ABA"
213;1968;0;0;0;"LAS";"Carl";"Fuller";"";"fulleca01";"Bethune-Cookman";"ABA"
214;1968;0;0;0;"LAS";"Ed";"Leggett";"";"";"Rocky Mountain";"ABA"
215;1968;0;0;0;"LAS";"Lou";"Shepherd";"";"";"Southwest Missouri State";"ABA"
216;1968;0;0;0;"LAS";"Bob";"Warren";"";"warrebo01";"Vanderbilt";"ABA"
217;1968;0;0;0;"LAS";"Eldridge";"Webb";"";"";"Tulsa";"ABA"
218;1968;0;0;0;"LAS";"Rick";"Adelman";"";"adelmri01";"Loyola (CA)";"ABA"
219;1968;0;0;0;"LAS";"Brian";"Brunkhorst";"";"brunkbr01";"Marquette";"ABA"
220;1968;0;0;0;"LAS";"Ben";"Foster";"";"";"Pasadena";"ABA"
221;1968;0;0;0;"LAS";"Phil";"Horns";"";"";"Texas-EI Paso";"ABA"
222;1968;0;0;0;"LAS";"Lloyd";"Higgins";"";"";"Pasadena";"ABA"
223;1968;0;0;0;"LAS";"Mike";"LaRoche";"";"";"Cal Poly-San Luis Obispo";"ABA"
224;1968;0;0;0;"LAS";"Cary";"Smith";"";"";"California State-Los Angeles";"ABA"
225;1968;0;0;0;"MMF";"Tom";"Kondla";"";"kondlto01";"Minnesota";"ABA"
226;1968;0;0;0;"MMF";"Ron";"Nelson";"";"nelsoro01";"New Mexico";"ABA"
227;1968;0;0;0;"MMF";"Don";"Sidle";"";"sidledo01";"Oklahoma";"ABA"
228;1968;0;0;0;"MMF";"Dan";"Sparks";"";"sparkda01";"Weber State";"ABA"
229;1968;0;0;0;"MMF";"Dallas";"Thornton";"";"thornda01";"Kentucky Wesleyan";"ABA"
230;1968;0;0;0;"MMF";"Ken";"Barnett";"";"";"Delaware";"ABA"
231;1968;0;0;0;"MMF";"Joe";"Franklin";"";"";"Wisconsin";"ABA"
232;1968;0;0;0;"MMF";"Darryl";"Jones";"";"";"St. Benedict (KS)";"ABA"
233;1968;0;0;0;"MMF";"Al";"Knott";"";"";"Cedarville (OH)";"ABA"
234;1968;0;0;0;"MMF";"Jerry";"Waugh";"";"";"Northern Iowa";"ABA"
235;1968;0;0;0;"MMF";"Lyndall";"Conway";"";"";"Albuquerque";"ABA"
236;1968;0;0;0;"MMF";"Jim";"Barza";"";"";"Detroit Tech";"ABA"
237;1968;0;0;0;"MMF";"Willie";"Iverson";"";"iverswi01";"Central Michigan";"ABA"
238;1968;0;0;0;"MMF";"Terry";"Porter";"";"";"St. Cloud (MN)";"ABA"
239;1968;0;0;0;"MMF";"Jim";"Sterkin";"";"";"Detroit";"ABA"
240;1968;0;0;0;"MNP";"Bill";"Hosket";"";"hoskebi01";"Ohio State";"ABA"
241;1968;0;0;0;"MNP";"Larry";"Newbold";"";"";"Long Island";"ABA"
242;1968;0;0;0;"MNP";"Dave";"Newmark";"";"newmada01";"Columbia";"ABA"
243;1968;0;0;0;"MNP";"Nick";"Pino";"";"";"Kansas State";"ABA"
244;1968;0;0;0;"MNP";"Sam";"Williams";"";"willisa01";"Iowa";"ABA"
245;1968;0;0;0;"MNP";"Roger";"Bohnenstiel";"";"";"Kansas";"ABA"
246;1968;0;0;0;"MNP";"Clarence";"Brookins";"";"brookcl01";"Temple";"ABA"
247;1968;0;0;0;"MNP";"John";"Haarlow";"";"";"Princeton";"ABA"
248;1968;0;0;0;"MNP";"Keith";"Hochstein";"";"";"Holy Cross";"ABA"
249;1968;0;0;0;"MNP";"Jeff";"Ockel";"";"";"Utah";"ABA"
250;1968;0;0;0;"MNP";"Willie";"Betts";"";"";"Bradley";"ABA"
251;1968;0;0;0;"MNP";"Greg";"Morris";"";"";"Cornell";"ABA"
252;1968;0;0;0;"MNP";"Billy";"Jones";"";"";"Fairfield";"ABA"
253;1968;0;0;0;"MNP";"Bob";"Redd";"";"";"Marshall";"ABA"
254;1968;0;0;0;"MNP";"Bill";"Tindall";"";"";"Massacusetts";"ABA"
255;1968;0;0;0;"NOB";"Mike";"Butler";"";"";"Memphis State";"ABA"
256;1968;0;0;0;"NOB";"Richard";"Johnson";"";"johnsri01";"Grambling";"ABA"
257;1968;0;0;0;"NOB";"Mark";"LaMoreaux";"";"";"Lenoir-Rhyne";"ABA"
258;1968;0;0;0;"NOB";"Charles";"Paulk";"";"paulkch01";"Northeast Oklahoma";"ABA"
259;1968;0;0;0;"NOB";"Ron";"Williams";"";"williro01";"West Virginia";"ABA"
260;1968;0;0;0;"NOB";"Charles";"Alford";"";"";"Eastern Carolina";"ABA"
261;1968;0;0;0;"NOB";"Ted";"Campbell";"";"";"North Carolina A&T";"ABA"
262;1968;0;0;0;"NOB";"Lee";"Davis";"";"davisle01";"North Carolina College";"ABA"
263;1968;0;0;0;"NOB";"Dave";"Williams";"";"";"Mississippi State";"ABA"
264;1968;0;0;0;"NOB";"Jasper";"Wilson";"";"wilsoja01";"Southern University";"ABA"
265;1968;0;0;0;"NYA";"Joe";"Allen";"";"";"Bradley";"ABA"
266;1968;0;0;0;"NYA";"Dick";"Cunningham";"";"cunnidi01";"Murray State";"ABA"
267;1968;0;0;0;"NYA";"Rodney";"Knowles";"";"knowlro01";"Davidson";"ABA"
268;1968;0;0;0;"NYA";"Don";"Smith";"";"abdulza01";"Iowa State";"ABA"
269;1968;0;0;0;"NYA";"Steve";"Adelman";"";"";"Boston College";"ABA"
270;1968;0;0;0;"NYA";"Eddie";"Biedenbach";"";"biedeed01";"North Carolina State";"ABA"
271;1968;0;0;0;"NYA";"Ron";"Gruziak";"";"";"Duquesne";"ABA"
272;1968;0;0;0;"NYA";"Pete";"ODea";"";"";"St. Peter's";"ABA"
273;1968;0;0;0;"NYA";"Bill";"Soens";"";"";"Miami (FL)";"ABA"
274;1968;0;0;0;"NYA";"Bill";"Butler";"";"";"St. Bonaventure";"ABA"
275;1968;0;0;0;"NYA";"John";"Chamberlain";"";"";"C. W. Post";"ABA"
276;1968;0;0;0;"NYA";"Anthony";"Koski";"";"koskito01";"Providence";"ABA"
277;1968;0;0;0;"NYA";"Bill";"Langheld";"";"";"Fordham";"ABA"
278;1968;0;0;0;"NYA";"Art";"Stephenson";"";"";"Rhode Island";"ABA"
279;1968;0;0;0;"NYA";"Harry";"Laurie";"";"lauriha01";"St. Peter's";"ABA"
280;1968;0;0;0;"OAK";"Warren";"Armstrong";"";"";"Wichita";"ABA"
281;1968;0;0;0;"OAK";"Jim";"Eakins";"";"eakinji01";"Brigham Young";"ABA"
282;1968;0;0;0;"OAK";"Skip";"Harlicka";"";"harlisk01";"South Carolina";"ABA"
283;1968;0;0;0;"OAK";"Bob";"Kauffman";"";"kauffbo01";"Guilford";"ABA"
284;1968;0;0;0;"OAK";"Stuart";"Lantz";"";"lantzst01";"Nebraska";"ABA"
285;1968;0;0;0;"OAK";"Henry";"Logan";"";"loganhe01";"Western Carolina";"ABA"
286;1968;0;0;0;"OAK";"Garfield";"Smith";"";"smithga01";"Eastern Kentucky";"ABA"
287;1968;0;0;0;"OAK";"Jim";"McKean";"";"";"Washington State";"ABA"
288;1968;0;0;0;"OAK";"Bud";"Ogden";"";"";"Santa Clara";"ABA"
289;1968;0;0;0;"OAK";"Rusty";"Parker";"";"";"Miami (FL)";"ABA"
290;1968;0;0;0;"OAK";"Loy";"Peterson";"";"";"Oregon State";"ABA"
291;1968;0;0;0;"OAK";"John";"Trapp";"";"trappjo01";"Nevada Southern";"ABA"
292;1968;0;0;0;"OAK";"Russ";"Critchfield";"";"critcru01";"California";"ABA"
293;1968;0;0;0;"OAK";"Hal";"Grant";"";"";"Pepperdine";"ABA"
294;1968;0;0;0;"OAK";"Art";"Harris";"";"harriar01";"Stanford";"ABA"
295;1968;0;0;0;"OAK";"Bryan";"Phillips";"";"";"Valdosta";"ABA"
296;1968;0;0;0;"OAK";"Tony";"Sapit";"";"";"Carroll (MT)";"ABA"
297;1969;0;0;0;"CAR";"LC";"Bowen";"";"";"Bradley";"ABA"
